,Title,Year,RuntimeMin,GenreMain,RatingAvg,Votes,Studio,GrossLifetime,Awards,Nominations
424105,Restoration,2016,93,Drama,8.4,21.0,Mira.,4005941.0,2.0,2.0
425589,Moonlight,2016,111,Drama,7.4,253326.0,Indic.,51570.0,3.0,8.0
426517,Dunkirk,2017,106,Action,7.9,512492.0,WB,190068280.0,3.0,8.0
426842,"Three Billboards Outside Ebbing, Missouri",2017,115,Comedy,8.2,394375.0,FoxS,54513740.0,2.0,7.0
427508,Get Out,2017,104,Horror,7.7,455401.0,Uni.,176040665.0,1.0,4.0
427624,Network,2019,140,Drama,8.2,45.0,MGM,23689877.0,4.0,10.0
428323,Champion,2017,116,Drama,5.9,166.0,AAE,175232.0,1.0,6.0
431039,Tess,2016,86,Drama,6.8,205.0,Col.,20093330.0,3.0,6.0
432124,The Salesman,2016,124,Drama,7.8,46488.0,Cohen,2402067.0,1.0,1.0
434507,Pinocchio,2015,75,Documentary,6.8,8.0,Dis.,84254167.0,2.0,2.0
434508,Pinocchio,2015,75,Documentary,6.8,8.0,Mira.,3684305.0,2.0,2.0
440008,The Mission,2016,91,Documentary,6.3,17.0,WB,17218023.0,1.0,7.0
440344,The Little Mermaid,2018,85,Adventure,4.2,7480.0,BV,111543479.0,2.0,3.0
440441,Coming Home,2017,90,Drama,6.1,13.0,UA,32653905.0,3.0,8.0
442770,"I, Tonya",2017,119,Biography,7.5,165795.0,Neon,30014539.0,1.0,3.0
442786,The Shape of Water,2017,123,Adventure,7.3,346432.0,FoxS,63859435.0,4.0,13.0
443782,Joker,2016,130,Comedy,8.4,2763.0,UTV,169181.0,2.0,11.0
444020,American Dream,2016,92,Crime,6.5,13.0,Mira.,269823.0,1.0,1.0
444560,A Fantastic Woman,2017,104,Drama,7.2,20686.0,SPC,2020988.0,1.0,1.0
445304,A Midsummer Night's Dream,2017,105,Comedy,5.5,135.0,FoxS,16071990.0,2.0,11.0
447106,Call Me by Your Name,2017,132,Drama,7.9,186813.0,SPC,18095701.0,1.0,4.0
447808,A Midsummer Night's Dream,2017,106,Comedy,6.1,12.0,FoxS,16071990.0,2.0,11.0
448442,Phantom Thread,2017,130,Drama,7.5,101155.0,Focus,21051680.0,1.0,6.0
450428,The Descendants,2016,80,Drama,7.2,14.0,FoxS,82584160.0,1.0,5.0
452013,Ordinary People,2016,107,Drama,7.4,147.0,Par.,54766923.0,4.0,6.0
453297,Glory,2016,101,Drama,7.6,1869.0,TriS,26828365.0,3.0,5.0
457891,The Lion King,2019,118,Adventure,6.9,186596.0,BV,422783777.0,2.0,4.0
458881,Aladdin,2019,128,Adventure,7.0,201544.0,BV,217350219.0,2.0,5.0
470585,American Dream,2017,NaN,Documentary,8.2,11.0,Mira.,269823.0,1.0,1.0
470876,No Man's Land,2017,81,Documentary,7.7,67.0,MGM,1012153.0,1.0,1.0
471939,Apollo 13,1995,49,Documentary,8.0,34.0,Uni.,173837933.0,2.0,9.0
474068,Mask,2005,90,Drama,6.2,221.0,Uni.,48230162.0,1.0,1.0
477179,Monster,2018,90,Horror,7.2,82.0,NM,34469210.0,1.0,1.0
477344,Who's Afraid of Virginia Woolf?,2017,198,Drama,8.4,147.0,WB,28000000.0,5.0,13.0
480793,Coco,2017,98,Horror,7.4,35.0,BV,209726015.0,2.0,2.0
481005,Anastasia,2019,NaN,Adventure,3.1,113.0,Fox,58406347.0,1.0,2.0
482890,The River,2018,108,Drama,6.3,137.0,Uni.,11489982.0,1.0,4.0
484079,The Patriot,2017,72,Documentary,7.3,6.0,Sony,113330342.0,1.0,5.0
487362,Wilson,2017,104,Documentary,7.5,8.0,FoxS,653951.0,5.0,10.0
487427,Joker,2019,122,Crime,8.5,764565.0,UTV,169181.0,2.0,11.0
488862,BlacKkKlansman,2018,135,Biography,7.5,186185.0,Focus,32037540.0,1.0,6.0
489652,Missing,2018,120,Drama,5.7,1769.0,Uni.,14000000.0,1.0,4.0
489979,Unforgiven,2018,106,Drama,6.1,675.0,WB,101157447.0,4.0,9.0
492007,Hugo,2017,80,Documentary,7.7,12.0,Par.,73864507.0,5.0,11.0
493128,The River,2018,95,Drama,6.9,43.0,Uni.,11489982.0,1.0,4.0
496919,No Man's Land,2019,89,Action,4.0,72.0,MGM,1012153.0,1.0,1.0
497655,King Kong,2018,116,Action,6.8,10.0,Uni.,218080025.0,3.0,4.0
497656,King Kong,2018,116,Action,6.8,10.0,Uni.,218080025.0,1.0,2.0
498920,Spotlight,2015,99,Drama,7.9,13.0,ORF,45055776.0,2.0,6.0
499741,Speed,1997,NaN,NaN,5.8,9.0,Fox,121248145.0,2.0,3.0
502547,The Accused,2018,108,Crime,6.1,1538.0,Par.,32078318.0,1.0,1.0
502955,Underworld,2004,NaN,Crime,6.6,7.0,SGem,51970690.0,1.0,1.0
503289,Sabrina,2018,113,Horror,4.2,1259.0,Par.,53672080.0,1.0,6.0
506059,Emma,2018,77,Drama,5.2,12.0,Mira.,22231658.0,1.0,2.0
510525,Pinocchio,2019,125,Fantasy,6.5,1789.0,Dis.,84254167.0,2.0,2.0
510526,Pinocchio,2019,125,Fantasy,6.5,1789.0,Mira.,3684305.0,2.0,2.0
511258,Champion,2018,108,Drama,6.0,584.0,AAE,175232.0,1.0,6.0
512894,Witness,2019,11,Drama,8.8,9.0,Par.,68706993.0,2.0,8.0
513724,Champion,2019,109,Sport,6.6,66.0,AAE,175232.0,1.0,6.0
515110,Witness,2019,129,Crime,7.4,940.0,Par.,68706993.0,2.0,8.0
519778,Emma,2018,119,Musical,8.1,7.0,Mira.,22231658.0,1.0,2.0
520787,Funny Girl,2018,164,Comedy,7.4,56.0,Col.,52223306.0,1.0,8.0
520823,Titanic,2018,115,Family,4.3,9.0,Par.,659363944.0,11.0,14.0
520824,Titanic,2018,115,Family,4.3,9.0,Par.,659363944.0,1.0,2.0
522067,Airport,1993,147,Drama,6.3,6.0,Uni.,100489151.0,1.0,10.0
525162,Pocahontas,1995,53,Animation,1.8,16.0,BV,141579773.0,2.0,2.0
525932,Monster,2019,139,Comedy,6.8,415.0,NM,34469210.0,1.0,1.0
526851,Champion,2018,130,Biography,8.4,7146.0,AAE,175232.0,1.0,6.0
527745,Beauty and the Beast,2018,60,Family,6.1,8.0,BV,218967620.0,2.0,6.0
529086,Monster,2018,86,Sci-Fi,7.0,23.0,NM,34469210.0,1.0,1.0
531360,Ghost,2019,130,Horror,5.7,1275.0,Par.,217631306.0,2.0,5.0
531367,Mask,2019,131,Comedy,3.7,45.0,Uni.,48230162.0,1.0,1.0
532257,Rocky,2019,NaN,Action,6.2,8.0,UA,117235147.0,3.0,10.0
534552,Chicago,2019,NaN,Comedy,7.2,6.0,Mira.,170687518.0,6.0,13.0
535426,Monster,2019,86,Drama,7.6,45.0,NM,34469210.0,1.0,1.0
536018,All About Eve,2019,148,Drama,8.2,221.0,Fox,63463.0,6.0,14.0
538237,Love Story,2019,110,Comedy,7.3,279.0,Par.,106397186.0,1.0,7.0
539362,Ray,2018,111,Crime,5.2,6.0,Uni.,75331600.0,2.0,6.0
